tender_id,tenderguru_card_id,customer,budget_rub,niche,product_category,opportunity_title,problem,requested_solution,ai_terms,modules,scenarios,integrations,constraints,mvp_opportunity,target_buyers,reuse_score,complexity,evidence_files,product_card
"89525519","89525519","Торговая Система «ТЭК-Торг»","","custom_software","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей.","","","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/89525519.md"
"89530166","89530166","Торговая Система «ТЭК-Торг»","","software_related","software_services","Программно-аппаратный комплекс реализации технологий искусственного интеллекта в различных отраслях ( в составе: ноутбук","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Программно-аппаратный комплекс реализации технологий искусственного интеллекта в различных отраслях ( в составе: ноутбук)","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89530166.md"
"89535393","89535393","Торговая Система «ТЭК-Торг»","","software_related","software_services","Программно-аппаратный комплекс реализации технологий искусственного интеллекта в различных отраслях (в составе: автомати","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Программно-аппаратный комплекс реализации технологий искусственного интеллекта в различных отраслях (в составе: автоматизированное рабочее место ПВЭМ)","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89535393.md"
"89510461","89510461","Автономная некоммерческая организация «Центр экономического мониторинга, анализа и консалтинга»","","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: monitoring_support.","","monitoring_support","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/89510461.md"
"32515313373","89534407","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ИНФОРМАЦИОННОЕ ТЕЛЕГРАФНОЕ АГЕНТСТВО РОССИИ (ИТАР-ТАСС)""","1070000","process_automation","software_services","Предоставление права использования программного обеспечения PIX RPA (PIX Robot + PIX Studio, PIX Master) на условиях про","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Предоставление права использования программного обеспечения PIX RPA (PIX Robot + PIX Studio, PIX Master) на условиях простой (неисключительной) лицензии для нужд ИТАР-ТАСС","","","","портал/внешний сайт","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/32515313373.md"
"89439307","89439307","Акционерное общество «Русатом Энерджи Проджектс» (ИНН 9705165390)","","software_related","software_services","Разработка программного обеспечения для анализа требований нормативных документов при помощи технологий искусственного и","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Разработка программного обеспечения для анализа требований нормативных документов при помощи технологий искусственного интеллекта и языковых моделей","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89439307.md"
"89444461","89444461","Акционерное общество «Росатом Энергетические проекты»","","analytics","software_services","Мониторинг цен в электронной форме на Разработка программного обеспечения для анализа требований нормативных документов ","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Мониторинг цен в электронной форме на Разработка программного обеспечения для анализа требований нормативных документов при помощи технологий искусственного интеллекта и языковых моделей Ключевые элементы: monitoring_support.","","monitoring_support","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89444461.md"
"89436494","89436494","АО ""РЭП""","","software_related","software_services","Разработка программного обеспечения для анализа требований нормативных документов при помощи технологий искусственного и","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Разработка программного обеспечения для анализа требований нормативных документов при помощи технологий искусственного интеллекта и языковых моделей Ключевые элементы: monitoring_support.","","monitoring_support","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89436494.md"
"rq_0848200000525000227","89353820","Государственное казенное учреждение Московской области ""Московский областной центр информационно-коммуникационных технологий""","","document_ai","software_services","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интелл","найдено в карточке/названии; совпадения: технологии искусственного интеллекта","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта для внедрения технологии искусственного интеллекта в межведомственную систему электронного документооборота Московской области","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0848200000525000227.md"
"32515283240","89311058","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВСЕРОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЮСТИЦИИ (РПА МИНЮСТА РОССИИ)""","885000","process_automation","software_services","Оказание услуг по предоставлению сервисного сопровождения программного продукта 1С: «1С:Бухгалтерия государственного учр","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Оказание услуг по предоставлению сервисного сопровождения программного продукта 1С: «1С:Бухгалтерия государственного учреждения 8 ПРОФ"", ""1С:Зарплата и кадры государственного учреждения 8"" с 01.09.2025 по 28.02.2026. Ключевые элементы: monitoring_support.","","monitoring_support","","портал/внешний сайт; 1С","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/32515283240.md"
"89257436","89257436","ETPRF","","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: chat_ui, monitoring_support.","","chat_ui; monitoring_support","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","medium","low","info_text","data/analysis/2026-05-25/product-cards/89257436.md"
"32515272492","89238398","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НОВОКУЗНЕЦКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 29 ИМЕНИ А.А. ЛУЦИКА""","230000","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами.","","","","портал/внешний сайт","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/32515272492.md"
"32515269759","89214445","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","1434000","process_automation","analytics_monitoring","AI-сервис мониторинга и контент-анализа","При выполнении своих обязательств по настоящему Договору Стороны, их аффилированные лица, работники или посредники не выплачивают, не предлагают выплатить и не разрешают выплату каких-либо денежных средств или ценностей прямо или косвенно любым лицам для оказания влияния на действия или решения этих лиц с целью получить какие-либо неправомерные преимущества или для достижения иных неправомерных целей. Автоматизация распределения денежных средств по исполнительным листам (отсуженная задолженность), Сокращение расходов на оплату ГП за повторные иски, в случае неоплаты предыдущего исполнительного листа. Автоматизация ручных операций - приведет к сокращению времени на выполнение задач и снижению вероятности ошибок. Проектом предусматривается автоматизация распределения и аналитика платежей, поступивших исключительно по части исполнительных производств","Сервис сбора, обработки, контент-анализа и сопровождения аналитических модулей с AI/automation элементами. Ключевые элементы: chat_ui, integration, monitoring_support, process_automation.","","chat_ui; integration; monitoring_support; process_automation","Инструкция пользователя/администратора (для службы технической поддержки) | Документация для передачи в Техническую поддержку, которая стандартизирована | Сценарий проверки после внесенных изменений | Описание сценариев работы робота: штатный режим, обработка исключений, алгоритмы повторных попыток. | Провести тестирование в соответствии с тест-кейсами (сценарии и чек-лист должны быть описаны согласно правилам в приложениях договора); | Взаимосвязь с другим сценарием или прогоном | ВАЖНО: проверки должны охватывать позитивные и негативные сценарии. | Каждое функциональное требование должно быть покрыто тестовыми сценариями","портал/внешний сайт","personal_data; on_prem_hardware","AI monitoring workspace: сбор источников, классификация/контент-анализ, дашборд инсайтов, отчеты и workflow проверки.","муниципалитеты; PR/GR-службы; ситуационные центры; аналитические департаменты","high","medium","data/raw/tenderguru/2026-05-25/docs/32515269759/02_Приложение_1_Техническое_задание.docx.txt | data/raw/tenderguru/2026-05-25/docs/32515269759/01_ЗД_PIX_RPA.docx.txt | data/raw/tenderguru/2026-05-25/docs/32515269759/03_Приложение_5_Договор_.docx.txt","data/analysis/2026-05-25/product-cards/32515269759.md"
"rq_0123200000925000026","89174132","министерство сельского хозяйства Амурской области","","software_related","software_services","Запрос цены. Оказание услуг по предоставлению доступа к данным дистанционного зондирования Земли на территорию Амурской ","найдено в карточке/названии; совпадения: технологии искусственного интеллекта","Запрос цены. Оказание услуг по предоставлению доступа к данным дистанционного зондирования Земли на территорию Амурской области и инструментам их обработки, реализованным в том числе с применением технологий искусственного интеллекта, в формате подписки","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0123200000925000026.md"
"89149157","89149157","Торговая Система «ТЭК-Торг»","","process_automation","software_services","1621-25-НЗ-147 на Передачу сертификатов/ключей активации, удостоверяющих право на получение услуг по технической поддерж","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","1621-25-НЗ-147 на Передачу сертификатов/ключей активации, удостоверяющих право на получение услуг по технической поддержке программ для ЭВМ PRIMO RPA","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89149157.md"
"89134920","89134920","АО ""БТК групп""","","ai_general","software_services","Системный блок","найдено в карточке/названии; совпадения: машинное обучение; карточка содержит 500 символов описания","Системный блок","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89134920.md"
"89142536","89142536","ОАО «Метафракс»","","ai_general","software_services","Системный блок Лот №1 Системный блок","найдено в карточке/названии; совпадения: машинное обучение; карточка содержит 500 символов описания","Системный блок Лот №1 Системный блок","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/89142536.md"
"32515250058","89069718","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦИФРОВЫЕ ИНДУСТРИАЛЬНЫЕ ТЕХНОЛОГИИ""","3483333","llm_assistant","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Нужен быстрый и управляемый доступ к знаниям и документам через AI-канал.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией и интеграциями.","","","","портал/внешний сайт","","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary, feedback и API для портала.","энергетика; инфраструктура; телеком; банки; промышленные холдинги; госуслуги","medium","low","info_text","data/analysis/2026-05-25/product-cards/32515250058.md"
"89052126","89052126","ГЛАВНОЕ КОНТРОЛЬНОЕ УПРАВЛЕНИЕ МОСКОВСКОЙ ОБЛАСТИ","196000","software_related","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: chat_ui.","","chat_ui","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","medium","low","info_text","data/analysis/2026-05-25/product-cards/89052126.md"
"rq_0848200000525000200","89018581","Государственное казенное учреждение Московской области ""Московский областной центр информационно-коммуникационных технологий""","","software_related","software_services","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интелл","найдено в карточке/названии; совпадения: технологии искусственного интеллекта","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта для внедрения и развития технологий искусственного интеллекта в приоритетных цифровых проектах Правительства Московской области Ключевые элементы: on_prem_llm.","","on_prem_llm","","","on_prem_hardware","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0848200000525000200.md"
"32515224869","88888214","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮГО-ЗАПАДНАЯ ТЭЦ""","4420697","computer_vision","analytics_monitoring","AI-сервис мониторинга и контент-анализа","Нужно собирать, обрабатывать и анализировать информацию для управленческих решений.","Сервис сбора, контент-анализа и сопровождения аналитических модулей. Ключевые элементы: monitoring_support.","","monitoring_support","","портал/внешний сайт","","AI monitoring workspace: сбор источников, классификация, дашборд инсайтов и отчёты.","муниципалитеты; PR/GR-службы; ситуационные центры","medium","low","info_text","data/analysis/2026-05-25/product-cards/32515224869.md"
"rq_0372100047625000296","88870267","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи"" Министерства здравоохранения и социального развития Российской Федерации","","custom_software","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей. Ключевые элементы: integration.","","integration","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0372100047625000296.md"
"rq_0148200001325000004","88805678","Главное контрольное управление Московской области","","software_related","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: технологии искусственного интеллекта","Решение для обработки изображений/видео с AI/CV-компонентами.","","","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0148200001325000004.md"
"32515214634","88807088","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСАВТОДОР""","1300000","ai_general","software_services","Оказание услуг по предоставлению неисключительных прав (лицензии) на использование программного обеспечения для доступа ","найдено в карточке/названии; совпадения: нейронная сеть; карточка содержит 500 символов описания","Оказание услуг по предоставлению неисключительных прав (лицензии) на использование программного обеспечения для доступа в геоинформационную систему на базе нейронных сетей и искусственного интеллекта для управления и контроля состояния улично-дорожной сети","","","","портал/внешний сайт","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/32515214634.md"
"32515215912","88811789","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НОВОКУЗНЕЦКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 29 ИМЕНИ А.А. ЛУЦИКА""","230000","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами.","","","","портал/внешний сайт","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/32515215912.md"
"88803385","88803385","Публичное акционерное общество ""Ростелеком""","","computer_vision","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание изображений; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: monitoring_support.","","monitoring_support","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/88803385.md"
"88804627","88804627","Евразийский электронный портал","","analytics","software_services","Внедрение предиктивной аналитики с использованием ИИ","найдено в карточке/названии; совпадения: предиктивная аналитика; карточка содержит 500 символов описания","Внедрение предиктивной аналитики с использованием ИИ","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/88804627.md"
"32515212472","88789322","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТЮМЕНСКОЙ ОБЛАСТИ ""ТЮМЕНСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""","1980000","llm_assistant","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей. Ключевые элементы: chat_ui.","","chat_ui","","портал/внешний сайт","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/32515212472.md"
"rq_0373100094325001509","88775011","Учреждение Российской академии медицинских наук Российский онкологический научный центр имени Н.Н.Блохина РАМН","","ai_general","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей.","","","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0373100094325001509.md"
"rq_0373100094325001510","88775012","Учреждение Российской академии медицинских наук Российский онкологический научный центр имени Н.Н.Блохина РАМН","","ai_general","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей. Ключевые элементы: monitoring_support.","","monitoring_support","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0373100094325001510.md"
"rq_0190200000325000023","88720259","Департамент государственного заказа и торговли Ямало-Ненецкого автономного округа","","analytics","software_services","Запрос цены. Выполнение работ по доработке сервиса предиктивной аналитики в части определения весогабаритных размеров то","найдено в карточке/названии; совпадения: нейронная сеть, предиктивная аналитика","Запрос цены. Выполнение работ по доработке сервиса предиктивной аналитики в части определения весогабаритных размеров товара с помощью нейронной сети","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0190200000325000023.md"
"88684642","88684642","Торговая Система «ТЭК-Торг»","","process_automation","software_services","Приобретение лицензий «PRIMO RPA»","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Приобретение лицензий «PRIMO RPA»","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/88684642.md"
"88668650","88668650","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","180000","process_automation","software_services","Оказание услуг по разработке, адаптации, модификации программ для ЭВМ, баз данных [RPA]","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Оказание услуг по разработке, адаптации, модификации программ для ЭВМ, баз данных [RPA]","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/88668650.md"
"rq_0348200049725000285","88632881","Государственное казенное учреждение Московской области ""Управление автомобильных дорог Московской области ""Мосавтодор""","","ai_general","software_services","Запрос цены. оказание услуг по предоставлению неисключительных прав (лицензии) на использование программного обеспечения","найдено в карточке/названии; совпадения: нейронная сеть","Запрос цены. оказание услуг по предоставлению неисключительных прав (лицензии) на использование программного обеспечения для доступа в геоинформационную систему на базе нейронных сетей и искусственного интеллекта для управления и контроля состояния улично-дорожной сети","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0348200049725000285.md"
"rq_0372100021625000257","88632021","Федеральное государственное бюджетное учреждение ""Научно-исследовательский детский ортопедический институт имени Г.И. Турнера"" Министерства здравоохранения и социального развития Российской Федерации","","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов","Решение для обработки изображений/видео с AI/CV-компонентами.","","","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0372100021625000257.md"
"88630024","88630024","Евразийский электронный портал","","analytics","software_services","Внедрение предиктивной аналитики с использованием ИИ","найдено в карточке/названии; совпадения: предиктивная аналитика; карточка содержит 500 символов описания","Внедрение предиктивной аналитики с использованием ИИ","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/88630024.md"
"rq_0848200000525000166","88606348","Государственное казенное учреждение Московской области ""Московский областной центр информационно-коммуникационных технологий""","","software_related","software_services","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интелл","найдено в карточке/названии; совпадения: технологии искусственного интеллекта","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта для внедрения и развития технологий искусственного интеллекта в приоритетных цифровых проектах Правительства Московской области Ключевые элементы: on_prem_llm.","","on_prem_llm","","","on_prem_hardware","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0848200000525000166.md"
"rq_0373100094325001447","88607613","Учреждение Российской академии медицинских наук Российский онкологический научный центр имени Н.Н.Блохина РАМН","","ai_general","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей.","","","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0373100094325001447.md"
